Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (kW/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
3,10,10,484,186,7.5,4.1,0.17,564.553,17.18,2010.522,1923.427
3,10,11,655,135,10.7,3.1,0.17,686.067,24.411,2379.766,2279.587
3,10,12,677,130,12.4,5.1,0.17,709.441,23.05,2472.078,2368.628
3,10,13,646,129,13.3,6.2,0.17,655.12,21.955,2296.287,2199.066
3,10,14,413,193,13.6,5.7,0.17,491.346,20.467,1728.346,1651.25
3,10,15,322,144,13.6,6.2,0.17,328.031,17.939,1162.058,1105.028
3,10,16,109,95,13.1,6.2,0.17,137.833,14.906,464.967,432.637
3,10,17,0,18,12,4.1,0.17,16.665,12.252,36.67,19.517
3,10,18,0,0,10.2,3.6,0.17,0,0,0,0
3,10,19,0,0,9.4,4.6,0.17,0,9.4,0,0
3,10,20,0,0,8.3,5.7,0.17,0,8.3,0,0
3,10,21,0,0,8.5,4.6,0.17,0,8.5,0,0
3,10,22,0,0,8,4.1,0.17,0,8,0,0
3,10,23,0,0,8.2,4.6,0.17,0,8.2,0,0
3,11,0,0,0,8.1,5.7,0.17,0,8.1,0,0
3,11,1,0,0,7.6,5.7,0.17,0,7.6,0,0
3,11,2,0,0,7.1,5.1,0.17,0,7.1,0,0
3,11,3,0,0,7.6,5.7,0.17,0,7.6,0,0
3,11,4,0,0,7.2,5.1,0.17,0,7.2,0,0
3,11,5,0,0,7.1,7.7,0.17,0,7.1,0,0
3,11,6,0,1,4.9,10.8,0.17,0.951,4.907,0,0
3,11,7,0,14,3.8,10.8,0.17,12.939,3.913,41.131,23.82
3,11,8,0,82,4.3,8.7,0.17,77.613,5.103,272.368,246.862
3,11,9,65,171,5.2,8.7,0.17,213.785,7.414,770.272,727.124
3,11,10,91,220,5.3,10.8,0.17,293.263,7.869,1058.005,1004.661
3,11,11,89,258,6,8.2,0.17,340.266,9.672,1218.145,1159.127
3,11,12,20,220,6,9.3,0.17,231.653,8.273,822.278,777.288
3,11,13,78,251,6.6,8.7,0.17,322.054,9.927,1151.474,1094.818
3,11,14,147,223,7.6,10.3,0.17,339.368,10.689,1220.899,1161.784
3,11,15,42,147,7.2,10.5,0.17,171.731,8.741,612.4,574.846
3,11,16,0,56,6.9,10.8,0.17,52.34,7.358,178.379,156.204
3,11,17,0,9,3,8.2,0.17,8.315,3.083,20.442,3.863
3,11,18,0,0,2.5,7.2,0.17,0,0,0,0
3,11,19,0,0,2.2,5.7,0.17,0,2.2,0,0
3,11,20,0,0,1.9,5.1,0.17,0,1.9,0,0
3,11,21,0,0,2.2,5.1,0.17,0,2.2,0,0
3,11,22,0,0,2.5,6.2,0.17,0,2.5,0,0
3,11,23,0,0,2.4,4.6,0.17,0,2.4,0,0
3,12,0,0,0,2.1,4.1,0.17,0,2.1,0,0
3,12,1,0,0,0.9,3.1,0.17,0,0.9,0,0
3,12,2,0,0,0.6,4.1,0.17,0,0.6,0,0
3,12,3,0,0,0.6,4.1,0.17,0,0.6,0,0
3,12,4,0,0,0.2,4.1,0.17,0,0.2,0,0
3,12,5,0,0,1,4.1,0.17,0,1,0,0
3,12,6,0,2,1.6,4.6,0.17,1.903,1.626,3.59,0
3,12,7,0,37,2.4,6.2,0.17,34.408,2.85,114.883,94.958
3,12,8,16,112,3.6,7.2,0.17,115.493,4.972,411.292,380.864
3,12,9,0,81,4.2,10.8,0.17,75.354,4.86,263.496,238.305
3,12,10,0,108,4,8.2,0.17,101.313,5.093,355.515,327.063
3,12,11,0,125,4.6,9.2,0.17,117.808,5.765,412.859,382.375
3,12,12,0,129,5.2,10.3,0.17,121.708,6.303,425.75,394.81
3,12,13,0,119,5.4,9.3,0.17,111.975,6.499,391.176,361.461
3,12,14,0,97,6,10.3,0.17,90.703,6.824,315.73,288.689
3,12,15,0,66,6.5,11.3,0.17,61.21,7.018,211.097,187.763
3,12,16,0,32,6.9,9.8,0.17,29.62,7.18,98.763,79.409
3,12,17,0,5,7.3,10.3,0.17,4.615,7.339,11.521,0
3,12,18,0,0,7.7,10.8,0.17,0,0,0,0
3,12,19,0,0,7.6,10.3,0.17,0,7.6,0,0
3,12,20,0,0,7.8,10.8,0.17,0,7.8,0,0
3,12,21,0,0,8,11.3,0.17,0,8,0,0
3,12,22,0,0,8.2,11.3,0.17,0,8.2,0,0
3,12,23,0,0,8.1,10.8,0.17,0,8.1,0,0
3,13,0,0,0,7.2,7.7,0.17,0,7.2,0,0
3,13,1,0,0,6.9,8.7,0.17,0,6.9,0,0
3,13,2,0,0,6.4,6.2,0.17,0,6.4,0,0
3,13,3,0,0,6.7,11.3,0.17,0,6.7,0,0
3,13,4,0,0,6.2,7.7,0.17,0,6.2,0,0
3,13,5,0,0,5.7,9.8,0.17,0,5.7,0,0
3,13,6,0,1,4.3,8.7,0.17,0.951,4.308,0,0
3,13,7,0,29,3.4,9.8,0.17,26.848,3.652,88.707,69.709
3,13,8,0,88,3.2,9.8,0.17,83.418,3.989,294.872,268.57
3,13,9,0,83,2.6,6.7,0.17,77.266,3.565,271.71,246.228
3,13,10,0,110,2.1,6.2,0.17,103.233,3.457,364.615,335.841
3,13,11,0,127,1.3,4.6,0.17,119.733,3.206,423.762,392.892
3,13,12,0,131,1.2,4.6,0.17,123.634,3.167,437.727,406.363
3,13,13,0,121,1.6,6.7,0.17,113.9,3.019,403.311,373.166
3,13,14,0,99,1.6,5.7,0.17,92.624,2.889,327.514,300.055
3,13,15,0,122,3.8,7.7,0.17,116.936,5.124,415.896,385.304
3,13,16,0,59,4.1,7.4,0.17,55.178,4.742,190.718,168.106
3,13,17,0,10,4.5,7.2,0.17,9.24,4.605,25.263,8.513
3,13,18,0,0,4.4,10.8,0.17,0,0,0,0
3,13,19,0,0,3.5,8.2,0.17,0,3.5,0,0
3,13,20,0,0,3,7.7,0.17,0,3,0,0
3,13,21,0,0,1.2,8.7,0.17,0,1.2,0,0
3,13,22,0,0,1.3,6.7,0.17,0,1.3,0,0
3,13,23,0,0,1.5,8.2,0.17,0,1.5,0,0
3,14,0,0,0,1.2,8.2,0.17,0,1.2,0,0
3,14,1,0,0,1.3,8.2,0.17,0,1.3,0,0
3,14,2,0,0,1,7.2,0.17,0,1,0,0
3,14,3,0,0,1.2,9.3,0.17,0,1.2,0,0
3,14,4,0,0,1.1,8.2,0.17,0,1.1,0,0
3,14,5,0,0,1.2,10.3,0.17,0,1.2,0,0
3,14,6,0,4,1.2,9.3,0.17,3.805,1.232,7.436,0
3,14,7,0,52,1.1,10.8,0.17,49.317,1.53,168.869,147.031
3,14,8,130,133,1.8,12.9,0.17,197.863,3.305,721.776,680.346
3,14,9,313,183,2.9,10.8,0.17,393.182,6.356,1451.504,1384.217
3,14,10,92,232,3.5,11.3,0.17,307.352,6.097,1115.503,1060.122
3,14,11,20,223,4.2,12.9,0.17,234.185,5.975,838.173,792.619
3,14,12,63,293,0.4,9.3,0.17,359.933,3.932,1311.648,1249.317
3,14,13,301,258,2.6,9.3,0.17,523.091,7.748,1909.581,1826.063
3,14,14,429,193,4.6,10.8,0.17,514.451,9.12,1884.237,1801.616
3,14,15,182,172,4.5,7.7,0.17,280.285,7.68,1022.313,970.234
3,14,16,36,95,4,6.2,0.17,107.879,5.419,379.202,349.911
3,14,17,0,15,3.6,5.1,0.17,13.872,3.8,40.046,22.773
3,14,18,0,0,3.1,7.7,0.17,0,0,0,0
3,14,19,0,0,2.2,7.7,0.17,0,2.2,0,0
3,14,20,0,0,1.2,6.7,0.17,0,1.2,0,0
3,14,21,0,0,1,7.2,0.17,0,1,0,0
3,14,22,0,0,0.7,5.7,0.17,0,0.7,0,0
3,14,23,0,0,0.7,4.6,0.17,0,0.7,0,0
3,15,0,0,0,0.8,5.1,0.17,0,0.8,0,0
3,15,1,0,0,1.2,5.7,0.17,0,1.2,0,0
3,15,2,0,0,1.3,7.2,0.17,0,1.3,0,0
3,15,3,0,0,1.4,6.7,0.17,0,1.4,0,0
3,15,4,0,0,1.6,6.7,0.17,0,1.6,0,0
3,15,5,0,0,0.8,6.2,0.17,0,0.8,0,0
3,15,6,0,3,0.8,7.2,0.17,2.854,0.829,5.514,0
3,15,7,0,18,0.6,8.2,0.17,16.642,0.779,54.857,37.059
3,15,8,0,52,0.5,6.7,0.17,48.191,1.102,168.847,147.01
3,15,9,71,184,-0.2,7.7,0.17,231.442,2.421,849.865,803.896
3,15,10,376,230,-0.1,5.7,0.17,533.651,7.347,1958.672,1873.414
3,15,11,405,255,1.1,7.2,0.17,613.573,8.389,2237.579,2142.438
3,15,12,136,327,2.7,7.7,0.17,459.888,7.895,1662.379,1587.62
3,15,13,11,220,2.2,8.7,0.17,223.674,4.507,804.063,759.718
3,15,14,6,183,2,9.8,0.17,181.834,3.716,654.931,615.87
3,15,15,2,127,3.7,10.8,0.17,122.814,4.776,438.002,406.628
3,15,16,0,64,3.7,9.8,0.17,59.996,4.267,208.671,185.423
3,15,17,0,21,3.2,8,0.17,19.44,3.408,58.393,40.469
3,15,18,0,0,2.6,6.2,0.17,0,0,0,0
3,15,19,0,0,2.5,4.6,0.17,0,2.5,0,0
3,15,20,0,0,2.3,3.6,0.17,0,2.3,0,0
3,15,21,0,0,2.7,4.6,0.17,0,2.7,0,0
3,15,22,0,0,2.3,6.7,0.17,0,2.3,0,0
3,15,23,0,0,1.8,6.7,0.17,0,1.8,0,0
3,16,0,0,0,1.7,6.2,0.17,0,1.7,0,0
3,16,1,0,0,1.3,6.2,0.17,0,1.3,0,0
3,16,2,0,0,1.8,6.7,0.17,0,1.8,0,0
3,16,3,0,0,2.6,5.1,0.17,0,2.6,0,0
3,16,4,0,0,2.5,7.2,0.17,0,2.5,0,0
3,16,5,0,0,2.4,7.2,0.17,0,2.4,0,0
3,16,6,0,2,2.6,8.7,0.17,1.845,2.616,3.455,0
3,16,7,0,35,2.7,8.7,0.17,32.418,3.034,109.018,89.301
3,16,8,0,97,2.8,7.7,0.17,92.1,3.843,326.919,299.481
3,16,9,60,193,3.3,8.2,0.17,234.583,5.836,850.049,804.074
3,16,10,97,237,3.8,8.2,0.17,316.522,7.218,1144.096,1087.702
3,16,11,134,323,4.5,8.2,0.17,451.723,9.374,1624.44,1551.026
3,16,12,64,300,4.6,8.2,0.17,368.102,8.568,1318.905,1256.317
3,16,13,176,283,4.8,9.3,0.17,444.534,9.169,1604.797,1532.078
3,16,14,433,197,6,9.8,0.17,523.797,10.962,1904.845,1821.495
3,16,15,185,177,5.3,9,0.17,287.689,8.209,1047.438,994.468
3,16,16,4,89,4.7,8.2,0.17,86.663,5.636,303.835,277.214
3,16,17,0,28,4.2,6.2,0.17,26.101,4.536,80.38,61.677
3,16,18,0,0,3,5.1,0.17,0,0,0,0
3,16,19,0,0,2.4,4.1,0.17,0,2.4,0,0
3,16,20,0,0,1.3,3.1,0.17,0,1.3,0,0
3,16,21,0,0,0.9,2.1,0.17,0,0.9,0,0
3,16,22,0,0,0.2,1,0.17,0,0.2,0,0
3,16,23,0,0,-0.1,1,0.17,0,-0.1,0,0
3,17,0,0,0,0.7,1.5,0.17,0,0.7,0,0
3,17,1,0,0,0.2,2.1,0.17,0,0.2,0,0
3,17,2,0,0,0.3,0.5,0.17,0,0.3,0,0
3,17,3,0,0,-0.4,0,0.17,0,-0.4,0,0
3,17,4,0,0,-0.4,1.5,0.17,0,-0.4,0,0
3,17,5,0,0,-0.4,1.5,0.17,0,-0.4,0,0
3,17,6,0,5,-0.5,0.5,0.17,4.616,-0.364,9.17,0
3,17,7,0,51,-0.2,1.5,0.17,47.865,1.093,165.092,143.388
3,17,8,0,55,1.5,2.1,0.17,50.979,2.718,177.828,155.673
3,17,9,0,90,3.7,3.1,0.17,83.938,5.372,293.499,267.245
3,17,10,0,118,4.1,4.6,0.17,110.908,5.866,388.379,358.763
3,17,11,0,134,4.6,4.1,0.17,126.436,6.754,441.518,410.019
3,17,12,0,137,5,4.1,0.17,129.353,7.204,450.919,419.086
3,17,13,0,127,5.5,4.6,0.17,119.62,7.404,416.531,385.917
3,17,14,0,105,6,4.6,0.17,98.343,7.567,341.679,313.718
3,17,15,0,73,6.5,4.6,0.17,67.725,7.581,233.668,209.534
3,17,16,0,37,6.4,4.1,0.17,34.259,6.986,115.332,95.391
3,17,17,0,8,6,3.6,0.17,7.388,6.133,21.648,5.027
3,17,18,0,0,5.9,2.6,0.17,0,0,0,0
3,17,19,0,0,5.7,2.1,0.17,0,5.7,0,0
3,17,20,0,0,5.8,2.1,0.17,0,5.8,0,0
3,17,21,0,0,5.7,3.1,0.17,0,5.7,0,0
3,17,22,0,0,5.7,2.1,0.17,0,5.7,0,0
3,17,23,0,0,6,2.6,0.17,0,6,0,0
3,18,0,0,0,6.1,3.1,0.17,0,6.1,0,0
3,18,1,0,0,6,3.1,0.17,0,6,0,0
3,18,2,0,0,5.9,2.1,0.17,0,5.9,0,0
3,18,3,0,0,5.8,3.1,0.17,0,5.8,0,0
3,18,4,0,0,5.6,2.6,0.17,0,5.6,0,0
3,18,5,0,0,5.6,2.1,0.17,0,5.6,0,0
3,18,6,0,2,5.6,2.1,0.17,1.845,5.637,3.398,0
3,18,7,0,22,5.6,2.1,0.17,20.348,6.085,66.493,48.283
3,18,8,0,56,5.7,3.1,0.17,51.909,6.735,178.248,156.077
3,18,9,0,91,6.4,4.6,0.17,84.875,7.754,293.995,267.723
3,18,10,0,119,6.5,4.6,0.17,111.842,8.281,387.94,358.34
3,18,11,0,135,7.1,3.1,0.17,127.37,9.629,439.791,408.354
3,18,12,0,138,8,2.6,0.17,130.287,10.82,447.793,416.071
3,18,13,120,369,9.6,2.1,0.17,492.454,21.341,1695.886,1619.94
3,18,14,522,163,11.2,1,0.17,551.672,28.103,1886.707,1803.999
3,18,15,405,137,11.4,3.6,0.17,378.351,18.394,1342.131,1278.72
3,18,16,169,108,11.5,3.1,0.17,173.536,14.946,593.264,556.388
3,18,17,0,33,11.1,3.1,0.17,30.912,11.705,95.123,75.898
3,18,18,0,1,10,3.1,0.17,0.951,10.016,0,0
3,18,19,0,0,8.5,2.6,0.17,0,8.5,0,0
3,18,20,0,0,7.7,3.1,0.17,0,7.7,0,0
3,18,21,0,0,7,3.1,0.17,0,7,0,0
3,18,22,0,0,6.1,3.1,0.17,0,6.1,0,0
3,18,23,0,0,5.6,3.1,0.17,0,5.6,0,0
3,19,0,0,0,5.2,3.6,0.17,0,5.2,0,0
3,19,1,0,0,4.4,4.1,0.17,0,4.4,0,0
3,19,2,0,0,3.6,3.6,0.17,0,3.6,0,0
3,19,3,0,0,3,4.6,0.17,0,3,0,0
3,19,4,0,0,2.5,3.1,0.17,0,2.5,0,0
3,19,5,0,0,2.1,3.6,0.17,0,2.1,0,0
3,19,6,0,11,2,4.6,0.17,10.173,2.137,20.687,4.1
3,19,7,66,73,2.6,4.6,0.17,92.42,4.062,315.843,288.797
3,19,8,258,129,4.9,4.6,0.17,259.886,9.058,939.166,890.033
3,19,9,158,208,7.4,5.7,0.17,320.257,11.868,1146.914,1090.42
3,19,10,336,230,9.3,5.1,0.17,508.373,16.919,1798.094,1718.526
3,19,11,513,203,10.7,4.1,0.17,661.324,22.019,2299.006,2201.688
3,19,12,34,233,11.6,4.1,0.17,266.053,16.135,918.266,869.874
3,19,13,0,130,11,3.6,0.17,122.479,13.247,416.859,386.234
3,19,14,0,107,8.4,6.2,0.17,100.222,9.718,345.246,317.159
3,19,15,0,75,7.6,4.1,0.17,69.598,8.79,239.085,214.759
3,19,16,0,39,7.5,4.1,0.17,36.115,8.118,121.351,101.196
3,19,17,0,9,7.3,5.1,0.17,8.313,7.423,24.788,8.055
3,19,18,0,0,7,5.1,0.17,0,0,0,0
3,19,19,0,0,7.2,4.1,0.17,0,7.2,0,0
3,19,20,0,0,7.1,4.1,0.17,0,7.1,0,0
3,19,21,0,0,6.8,4.6,0.17,0,6.8,0,0
3,19,22,0,0,6.1,2.6,0.17,0,6.1,0,0
3,19,23,0,0,5.9,2.6,0.17,0,5.9,0,0
3,20,0,0,0,5.8,2.1,0.17,0,5.8,0,0
3,20,1,0,0,5.8,2.1,0.17,0,5.8,0,0
3,20,2,0,0,5.8,1,0.17,0,5.8,0,0
3,20,3,0,0,5.6,2.1,0.17,0,5.6,0,0
3,20,4,0,0,5.4,1.5,0.17,0,5.4,0,0
3,20,5,0,0,5.2,2.1,0.17,0,5.2,0,0
3,20,6,0,6,5.6,2.1,0.17,5.541,5.712,10.766,0
3,20,7,0,44,5.8,3.6,0.17,40.778,6.549,137.359,116.638
3,20,8,0,60,6.2,4.6,0.17,55.629,7.089,191.211,168.581
3,20,9,0,95,7.3,5.7,0.17,88.694,8.534,306.514,279.799
3,20,10,0,122,7.3,5.7,0.17,114.693,8.894,396.882,366.964
3,20,11,0,138,8.2,6.7,0.17,130.225,9.82,449.284,417.51
3,20,12,0,141,8.8,5.1,0.17,133.145,10.786,457.653,425.583
3,20,13,0,131,9.2,5.1,0.17,123.415,11.042,423.662,392.796
3,20,14,0,109,9.8,3.6,0.17,102.14,11.676,349.235,321.006
3,20,15,0,77,9.7,4.1,0.17,71.507,10.923,243.709,219.219
3,20,16,0,40,8.8,1.5,0.17,37.044,9.805,123.745,103.506
3,20,17,0,10,8.6,2.3,0.17,9.238,8.809,27.677,10.842
3,20,18,0,0,8.4,3.1,0.17,0,0,0,0
3,20,19,0,0,8.7,2.1,0.17,0,8.7,0,0
3,20,20,0,0,8.9,3.6,0.17,0,8.9,0,0
3,20,21,0,0,9,4.1,0.17,0,9,0,0
3,20,22,0,0,9.1,4.1,0.17,0,9.1,0,0
3,20,23,0,0,9,4.1,0.17,0,9,0,0
3,21,0,0,0,8.9,4.6,0.17,0,8.9,0,0
3,21,1,0,0,8.8,4.6,0.17,0,8.8,0,0
3,21,2,0,0,8.7,4.1,0.17,0,8.7,0,0
3,21,3,0,0,8.8,5.7,0.17,0,8.8,0,0
3,21,4,0,0,8.8,6.2,0.17,0,8.8,0,0
3,21,5,0,0,8.8,5.1,0.17,0,8.8,0,0
3,21,6,0,3,9,4.6,0.17,2.768,9.037,5.108,0
3,21,7,0,25,9.2,5.7,0.17,23.128,9.522,75.196,56.677
3,21,8,0,61,9.4,4.6,0.17,56.558,10.304,191.944,169.288
3,21,9,0,96,10.1,3.6,0.17,89.631,11.748,305.784,279.094
3,21,10,35,203,10.8,3.6,0.17,231.461,15.051,802.216,757.936
3,21,11,0,139,11.6,3.6,0.17,131.16,14.005,445.07,413.445
3,21,12,0,142,12.1,4.6,0.17,134.08,14.232,454.604,422.642
3,21,13,0,132,11.9,5.1,0.17,124.351,13.755,422.279,391.462
3,21,14,0,110,12,4.6,0.17,103.079,13.642,349.669,321.424
3,21,15,0,77,12.2,4.6,0.17,71.487,13.341,241.158,216.759
3,21,16,0,74,11.7,3.1,0.17,69.442,13.085,234.843,210.668
3,21,17,0,10,11.6,3.6,0.17,9.237,11.768,27.432,10.606
3,21,18,0,1,5.6,9.8,0.17,0.951,5.608,0,0
3,21,19,0,0,5.2,7.7,0.17,0,5.2,0,0
3,21,20,0,0,5.4,6.2,0.17,0,5.4,0,0
3,21,21,0,0,5.6,6.7,0.17,0,5.6,0,0
3,21,22,0,0,5.1,6.2,0.17,0,5.1,0,0
3,21,23,0,0,4.4,6.7,0.17,0,4.4,0,0
3,22,0,0,0,4.8,8.2,0.17,0,4.8,0,0
3,22,1,0,0,4.1,8.7,0.17,0,4.1,0,0
3,22,2,0,0,3.6,8.7,0.17,0,3.6,0,0
3,22,3,0,0,4.4,9.8,0.17,0,4.4,0,0
3,22,4,0,0,5.1,12.9,0.17,0,5.1,0,0
3,22,5,0,0,5.1,10.8,0.17,0,5.1,0,0
3,22,6,0,7,5.6,10.3,0.17,6.465,5.65,12.658,0
3,22,7,0,66,5.7,10.3,0.17,62.221,6.265,213.935,190.5
3,22,8,204,143,6.2,9.8,0.17,251.645,8.584,910.632,862.51
3,22,9,7,175,6.6,8.7,0.17,173.268,8.39,612.852,575.282
3,22,10,8,224,6.8,7.7,0.17,224.159,9.329,790.879,747
3,22,11,12,251,7.4,6.2,0.17,255.403,10.751,896.446,848.827
3,22,12,12,256,7.5,5.7,0.17,260.63,11.117,913.396,865.176
3,22,13,61,298,8.3,5.1,0.17,359.095,13.663,1262.09,1201.515
3,22,14,15,195,7.9,6.2,0.17,199.21,10.519,700.159,659.495
3,22,15,0,80,7.3,6.2,0.17,74.359,8.279,256.393,231.454
3,22,16,0,43,5.9,4.6,0.17,39.829,6.536,135.372,114.721
3,22,17,0,11,5.4,2.1,0.17,10.163,5.64,31.354,14.389
3,22,18,0,0,5,3.1,0.17,0,0,0,0
3,22,19,0,0,4.7,2.6,0.17,0,4.7,0,0
3,22,20,0,0,4.3,2.6,0.17,0,4.3,0,0
3,22,21,0,0,4.2,1.5,0.17,0,4.2,0,0
3,22,22,0,0,4,4.1,0.17,0,4,0,0
3,22,23,0,0,3.5,5.1,0.17,0,3.5,0,0
3,23,0,0,0,3.1,6.7,0.17,0,3.1,0,0
3,23,1,0,0,2.9,4.6,0.17,0,2.9,0,0
3,23,2,0,0,3.6,6.2,0.17,0,3.6,0,0
3,23,3,0,0,3.6,7.2,0.17,0,3.6,0,0
3,23,4,0,0,3.5,6.7,0.17,0,3.5,0,0
3,23,5,0,0,3.2,5.7,0.17,0,3.2,0,0
3,23,6,0,4,3.4,4.6,0.17,3.692,3.45,7.118,0
3,23,7,0,28,3.6,5.1,0.17,25.909,3.988,86.922,67.988
3,23,8,0,117,4.1,5.7,0.17,111.253,5.651,394.329,364.502
3,23,9,6,178,4.4,6.2,0.17,175.518,6.709,624.657,586.669
3,23,10,19,220,5,4.6,0.17,228.245,8.634,808.245,763.751
3,23,11,30,242,5.8,6.7,0.17,271.448,9.178,960.822,910.922
3,23,12,12,258,6.7,5.1,0.17,262.496,10.614,921.466,872.96
3,23,13,262,257,7.3,4.1,0.17,495.923,15.775,1751.167,1673.262
3,23,14,73,244,8,3.6,0.17,301.738,13.548,1063.21,1009.682
3,23,15,6,145,8.3,4.1,0.17,142.172,10.731,497.128,463.658
3,23,16,0,79,8,4.1,0.17,74.224,9.27,255.725,230.809
3,23,17,0,29,7.6,3.6,0.17,26.858,8.09,85.865,66.969
3,23,18,0,1,6.9,2.1,0.17,0.951,6.919,0,0
3,23,19,0,0,6.1,1.5,0.17,0,6.1,0,0
3,23,20,0,0,5.5,1.5,0.17,0,5.5,0,0
3,23,21,0,0,6.9,2.1,0.17,0,6.9,0,0
3,23,22,0,0,3.1,2.6,0.17,0,3.1,0,0
3,23,23,0,0,2.7,2.1,0.17,0,2.7,0,0
3,24,0,0,0,1.2,2.6,0.17,0,1.2,0,0
3,24,1,0,0,1.6,2.6,0.17,0,1.6,0,0
3,24,2,0,0,0.5,2.1,0.17,0,0.5,0,0
3,24,3,0,0,2,2.6,0.17,0,2,0,0
3,24,4,0,0,1.1,3.1,0.17,0,1.1,0,0
3,24,5,0,0,0.7,4.1,0.17,0,0,0,0
3,24,6,0,4,0.4,4.1,0.17,3.691,0.454,7.409,0
3,24,7,0,29,1.1,5.7,0.17,26.837,1.474,91.222,72.136
3,24,8,0,120,2.2,5.7,0.17,114.124,3.791,407.644,377.345
3,24,9,81,213,3.2,5.7,0.17,269.071,6.949,972.126,921.825
3,24,10,19,223,5,5.1,0.17,231.198,8.452,819.178,774.297
3,24,11,30,244,7,6.2,0.17,273.426,10.588,962.587,912.624
3,24,12,0,148,6.4,5.7,0.17,139.848,8.34,485.305,452.255
3,24,13,0,138,6.8,6.2,0.17,130.113,8.507,451.213,419.371
3,24,14,16,200,7.3,7.2,0.17,204.756,9.726,721.895,680.461
3,24,15,3,148,7.4,6.2,0.17,143.379,9.288,503.97,470.258
3,24,16,0,81,6.8,7.2,0.17,76.118,7.704,264.196,238.981
3,24,17,0,22,6.3,6.2,0.17,20.354,6.566,64.954,46.798
3,24,18,0,1,5.6,5.7,0.17,0.951,5.611,0,0
3,24,19,0,0,5.1,6.7,0.17,0,5.1,0,0
3,24,20,0,0,4.5,6.2,0.17,0,4.5,0,0
3,24,21,0,0,3.9,6.7,0.17,0,3.9,0,0
3,24,22,0,0,3.6,6.2,0.17,0,3.6,0,0
3,24,23,0,0,3.5,6.7,0.17,0,3.5,0,0
3,25,0,0,0,3.2,6.7,0.17,0,3.2,0,0
3,25,1,0,0,3.2,5.1,0.17,0,3.2,0,0
3,25,2,0,0,3.3,6.7,0.17,0,3.3,0,0
3,25,3,0,0,3.4,6.7,0.17,0,3.4,0,0
3,25,4,0,0,3.4,6.7,0.17,0,3.4,0,0
3,25,5,0,0,2.3,5.7,0.17,0,0,0,0
3,25,6,0,5,2,5.7,0.17,4.615,2.059,10.829,0
3,25,7,0,31,2.5,6.2,0.17,28.692,2.878,97.305,78.003
3,25,8,0,68,2.6,6.2,0.17,63.071,3.431,220.823,197.144
3,25,9,0,103,2.6,5.7,0.17,96.291,3.939,339.079,311.21
3,25,10,0,131,3,5.1,0.17,123.291,4.84,433.488,402.274
3,25,11,0,147,3.3,5.1,0.17,138.843,5.37,487.309,454.188
3,25,12,0,150,3.4,4.6,0.17,141.77,5.653,497.07,463.603
3,25,13,0,139,3.2,4.1,0.17,131.049,5.432,459.781,427.635
3,25,14,0,116,3.2,3.1,0.17,108.787,5.363,381.432,352.063
3,25,15,0,83,3,4.1,0.17,77.186,4.319,270.497,245.058
3,25,16,0,46,2.9,3.6,0.17,42.616,3.685,147.026,125.962
3,25,17,0,13,2.9,3.6,0.17,12.013,3.119,38.165,20.959
3,25,18,0,1,2.8,4.6,0.17,0.951,2.813,0,0
3,25,19,0,0,2.2,4.6,0.17,0,2.2,0,0
3,25,20,0,0,2.4,4.6,0.17,0,2.4,0,0
3,25,21,0,0,2.5,4.6,0.17,0,2.5,0,0
3,25,22,0,0,2.5,5.1,0.17,0,2.5,0,0
3,25,23,0,0,2.3,3.6,0.17,0,2.3,0,0
3,26,0,0,0,2.3,3.1,0.17,0,2.3,0,0
3,26,1,0,0,2.3,3.6,0.17,0,2.3,0,0
3,26,2,0,0,2.2,4.1,0.17,0,2.2,0,0
3,26,3,0,0,2.2,4.6,0.17,0,2.2,0,0
3,26,4,0,0,2.2,4.6,0.17,0,2.2,0,0
3,26,5,0,0,2.2,3.6,0.17,0,0,0,0
3,26,6,0,9,1.9,3.6,0.17,8.314,2.044,21.914,5.283
3,26,7,0,79,2.3,4.6,0.17,74.629,3.491,262.226,237.08
3,26,8,125,162,3.3,4.6,0.17,229.554,6.972,832.398,787.048
3,26,9,350,216,4.3,6.2,0.17,466.396,10.454,1692.847,1617.008
3,26,10,228,267,5.4,5.7,0.17,461.874,11.831,1652.47,1578.062
3,26,11,64,328,6.6,5.1,0.17,395.934,12.508,1395.508,1330.205
3,26,12,4,272,6.8,6.2,0.17,269.597,10.335,946.266,896.881
3,26,13,11,249,6.9,4.1,0.17,251.599,11.186,881.387,834.301
3,26,14,0,118,7.1,4.6,0.17,110.702,8.863,383.001,353.575
3,26,15,7,151,7.2,3.6,0.17,148.402,9.931,520.826,486.516
3,26,16,0,85,7.2,4.1,0.17,79.901,8.567,276.931,251.264
3,26,17,0,25,7.2,3.6,0.17,23.136,7.623,74.315,55.828
3,26,18,0,2,6.5,3.1,0.17,1.903,6.532,3.495,0
3,26,19,0,0,6.3,3.1,0.17,0,6.3,0,0
3,26,20,0,0,5.1,3.1,0.17,0,5.1,0,0
3,26,21,0,0,4.5,2.6,0.17,0,4.5,0,0
3,26,22,0,0,3.9,2.1,0.17,0,3.9,0,0
3,26,23,0,0,3.1,2.6,0.17,0,3.1,0,0
3,27,0,0,0,2.9,3.1,0.17,0,2.9,0,0
